country,province,top_ten,style,color,sweetness,points,price,count
Italy,Piedmont,True,Blend,Red,Bone-Dry,92,55,1
Spain,Central Spain,False,Varietal,Red,Bone-Dry,85,19,1
Italy,Tuscany,True,Varietal,White,Bone-Dry,85,14,1
Germany,Mosel,False,Varietal,White,Bone-Dry,87,62,1
United States of America,California,True,Varietal,Red,Bone-Dry,91,63,1
Spain,Catalonia,False,Sparkling,White,Bone-Dry,89,39,1
Portugal,Douro,False,Varietal,,Sweet,89,20,1
Australia,Victoria,False,Varietal,Red,Bone-Dry,91,36,1
United States of America,California,True,Varietal,Red,Sweet,97,195,1
United States of America,California,True,Blend,Red,Sweet,93,48,2
Spain,Northern Spain,True,Blend,White,Bone-Dry,85,9,1
France,Southwest France,False,Varietal,Red,Dry,89,26,1
Spain,Northern Spain,True,Varietal,,Bone-Dry,95,90,1
Italy,Veneto,False,Varietal,White,Bone-Dry,87,42,1
Portugal,Tejo,False,Varietal,White,Bone-Dry,86,13,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,98,125,1
South Africa,Coastal Region,False,Varietal,White,Bone-Dry,87,11,4
Argentina,Mendoza Province,True,Varietal,White,Bone-Dry,82,14,1
France,Bordeaux,True,Blend,Red,Dry,90,55,1
France,Southwest France,False,Varietal,,Bone-Dry,92,30,1
Germany,Mosel,False,Varietal,Red,Sweet,91,60,1
France,Languedoc-Roussillon,False,Varietal,Red,Bone-Dry,87,11,2
France,Rhône Valley,False,Blend,White,Bone-Dry,88,16,2
France,Bordeaux,True,Blend,White,Bone-Dry,84,10,6
France,Burgundy,True,Varietal,White,Bone-Dry,88,47,2
New Zealand,Hawke's Bay,False,Varietal,White,Dry,85,15,1
France,Bordeaux,True,Blend,Red,Bone-Dry,91,17,4
Italy,Piedmont,True,Varietal,Red,Bone-Dry,90,103,4
France,Rhône Valley,False,Blend,White,Bone-Dry,85,15,3
Bulgaria,Thracian Valley,False,Blend,Red,Bone-Dry,90,15,2
New Zealand,Waipara,False,Varietal,White,Sweet,82,14,1
Italy,Tuscany,True,Varietal,White,Bone-Dry,87,16,4
Australia,South Australia,False,Varietal,White,Sweet,92,25,1
United States of America,New York,True,Varietal,White,Bone-Dry,90,39,3
Argentina,Other,False,Varietal,Red,Bone-Dry,87,16,1
Austria,Kremstal,False,Varietal,White,Bone-Dry,91,21,2
United States of America,California,True,Varietal,White,Sweet,90,14,1
France,Provence,False,Blend,Red,Dry,89,28,1
United States of America,California,True,Varietal,Rosé,Bone-Dry,86,18,5
Italy,Piedmont,True,Varietal,Red,Sweet,95,65,1
United States of America,Washington,True,Blend,White,Bone-Dry,89,28,2
France,Loire Valley,False,Varietal,White,Sweet,85,10,1
France,Champagne,False,Sparkling,Rosé,Dry,88,85,1
Portugal,Lisboa,False,Varietal,White,Very Sweet,87,13,1
Italy,Lombardy,False,Varietal,,Bone-Dry,87,24,2
Italy,Piedmont,True,Varietal,Red,Dry,83,25,1
United States of America,California,True,Blend,Red,Bone-Dry,84,17,1
Italy,Sicily & Sardinia,False,Varietal,White,Bone-Dry,90,21,1
Italy,Northeastern Italy,False,Varietal,White,Sweet,89,38,1
Argentina,Mendoza Province,True,Varietal,White,Bone-Dry,86,11,3
United States of America,California,True,Blend,,Bone-Dry,88,40,1
France,Alsace,False,Varietal,White,Dry,95,32,1
Spain,Northern Spain,True,Varietal,Red,Sweet,88,29,2
United States of America,California,True,Varietal,White,Sweet,90,19,3
Italy,Piedmont,True,Varietal,Red,Bone-Dry,85,50,2
Spain,Catalonia,False,Sparkling,White,Dry,86,10,3
Italy,Tuscany,True,Blend,Red,Sweet,87,25,3
Portugal,Tejo,False,Varietal,Red,Bone-Dry,86,9,1
Chile,Colchagua Valley,False,Varietal,Red,Bone-Dry,83,10,5
South Africa,Western Cape,False,Sparkling,White,Dry,86,25,1
Portugal,Tejo,False,Blend,Red,Bone-Dry,88,10,1
United States of America,California,True,Varietal,White,Bone-Dry,88,10,16
Bulgaria,Thracian Valley,False,Varietal,Red,Bone-Dry,89,15,2
Italy,Southern Italy,False,Blend,Red,Bone-Dry,89,18,2
United States of America,California,True,Varietal,White,Bone-Dry,81,8,1
Spain,Catalonia,False,Blend,Red,Dry,90,30,1
Chile,Colchagua Valley,False,Blend,Red,Bone-Dry,89,34,1
Australia,South Australia,False,Blend,Red,Bone-Dry,87,24,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,92,68,3
United States of America,Oregon,True,Varietal,Red,Bone-Dry,87,30,38
Spain,Northern Spain,True,Varietal,Rosé,Bone-Dry,89,9,1
Spain,Northern Spain,True,Varietal,White,Bone-Dry,85,25,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,83,7,3
Chile,Bío Bío Valley,False,Varietal,Red,Sweet,85,25,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,91,15,2
Chile,Central Valley,False,Blend,White,Bone-Dry,86,10,2
Portugal,Bairrada,False,Varietal,,Bone-Dry,89,54,1
Germany,Franken,False,Varietal,White,Bone-Dry,90,177,1
Italy,Northeastern Italy,False,Varietal,White,Bone-Dry,93,55,1
France,Burgundy,True,Varietal,Red,Dry,91,141,1
United States of America,California,True,Blend,,Bone-Dry,89,36,1
Austria,Niederösterreich,False,Varietal,White,Bone-Dry,94,65,1
Italy,Piedmont,True,Blend,Red,Bone-Dry,93,30,5
United States of America,Oregon,True,Varietal,White,Bone-Dry,93,22,1
United States of America,California,True,Varietal,Red,Dry,83,9,3
Italy,Southern Italy,False,Varietal,,Bone-Dry,88,42,1
Italy,Veneto,False,Varietal,White,Bone-Dry,89,16,2
France,Alsace,False,Varietal,White,Bone-Dry,84,30,1
Italy,Sicily & Sardinia,False,Varietal,Red,Dry,92,29,1
Austria,Burgenland,False,Blend,Red,Bone-Dry,91,44,1
France,France Other,False,Varietal,White,Bone-Dry,90,40,1
France,Burgundy,True,Blend,White,Bone-Dry,87,19,1
Spain,Catalonia,False,Varietal,Red,Bone-Dry,89,25,1
Austria,Mittelburgenland,False,Varietal,White,Bone-Dry,86,16,1
Austria,Österreichischer Sekt,False,Sparkling,Rosé,Sweet,84,17,1
Italy,Northeastern Italy,False,Varietal,White,Bone-Dry,89,51,2
South Africa,Stellenbosch,False,Varietal,White,Sweet,86,24,1
France,Loire Valley,False,Varietal,White,Dry,89,30,8
France,Burgundy,True,Varietal,White,Bone-Dry,88,28,16
France,Languedoc-Roussillon,False,Varietal,Red,Bone-Dry,85,7,1
Austria,Niederösterreich,False,Varietal,Red,Bone-Dry,89,14,1
United States of America,Oregon,True,Varietal,White,Bone-Dry,93,34,2
United States of America,California,True,Varietal,White,Bone-Dry,96,38,1
France,France Other,False,Blend,White,Bone-Dry,86,12,2
United States of America,Washington,True,Varietal,Red,Sweet,85,11,2
Portugal,Alentejano,False,Varietal,Red,Dry,90,13,1
France,Loire Valley,False,Varietal,Rosé,Bone-Dry,86,13,3
France,Bordeaux,True,Varietal,Red,Bone-Dry,86,40,1
Spain,Northern Spain,True,Varietal,,Sweet,83,18,1
United States of America,Michigan,False,Blend,White,Sweet,84,22,1
United States of America,Idaho,False,Blend,Red,Bone-Dry,90,33,1
Portugal,Vinho Verde,False,Varietal,,Bone-Dry,91,20,1
France,Burgundy,True,Varietal,Red,Sweet,93,359,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,95,45,1
France,Burgundy,True,Varietal,White,Bone-Dry,93,48,1
Hungary,Villány,False,Varietal,Rosé,Bone-Dry,85,15,1
Argentina,Other,False,Varietal,Red,Bone-Dry,83,11,4
United States of America,California,True,Sparkling,White,Dry,95,48,1
France,Rhône Valley,False,Varietal,Rosé,Bone-Dry,85,14,1
Spain,Northern Spain,True,Varietal,White,Bone-Dry,80,12,1
United States of America,California,True,Varietal,Red,Bone-Dry,90,54,8
France,Bordeaux,True,Blend,Red,Bone-Dry,88,46,1
United States of America,California,True,Varietal,Rosé,Bone-Dry,87,28,1
Italy,Southern Italy,False,Blend,White,Dry,90,33,1
France,Burgundy,True,Varietal,Red,Dry,96,231,1
New Zealand,Central Otago,False,Varietal,White,Sweet,88,22,1
Germany,Mosel,False,Varietal,White,Sweet,89,29,1
France,Rhône Valley,False,Varietal,Rosé,Dry,86,12,1
South Africa,Swartland,False,Varietal,White,Off-Dry,89,16,1
Chile,Colchagua Valley,False,Varietal,Red,Bone-Dry,85,35,2
United States of America,California,True,Varietal,White,Dry,91,38,1
Italy,Southern Italy,False,Blend,Red,Bone-Dry,86,35,2
United States of America,California,True,Varietal,,Sweet,91,71,1
Germany,Rheinhessen,False,Varietal,White,Dry,85,15,1
Germany,Mosel,False,Varietal,White,Sweet,87,20,2
France,Champagne,False,Sparkling,White,Bone-Dry,91,27,1
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,90,15,7
Austria,Burgenland,False,Varietal,Red,Bone-Dry,84,22,1
South Africa,Darling,False,Varietal,Red,Bone-Dry,85,20,1
Italy,Veneto,False,Varietal,,Bone-Dry,86,17,2
France,Burgundy,True,Varietal,White,Bone-Dry,96,476,1
Italy,Southern Italy,False,Varietal,,Bone-Dry,89,29,2
France,France Other,False,Varietal,White,Bone-Dry,80,10,1
France,Southwest France,False,Varietal,,Bone-Dry,93,45,1
France,Alsace,False,Varietal,White,Bone-Dry,86,14,6
France,Provence,False,Varietal,Rosé,Bone-Dry,87,21,1
France,Southwest France,False,Blend,Red,Bone-Dry,89,13,2
South Africa,Walker Bay,False,Varietal,White,Bone-Dry,92,22,1
United States of America,Oregon,True,Blend,White,Bone-Dry,91,40,1
Italy,Veneto,False,Blend,Red,Dry,88,59,1
France,Champagne,False,Sparkling,White,Off-Dry,87,47,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,86,43,1
New Zealand,Hawke's Bay,False,Varietal,Red,Bone-Dry,92,23,1
Austria,Kamptal,False,Varietal,White,Bone-Dry,88,17,1
Chile,Casablanca Valley,False,Varietal,White,Sweet,84,14,1
Australia,South Australia,False,Varietal,White,Bone-Dry,87,17,2
United States of America,California,True,Varietal,Red,Bone-Dry,94,34,4
United States of America,Oregon,True,Varietal,White,Dry,91,16,1
Spain,Catalonia,False,Blend,White,Bone-Dry,82,30,1
Chile,Limarí Valley,False,Varietal,White,Bone-Dry,85,11,1
France,Beaujolais,False,Varietal,Red,Dry,88,31,1
United States of America,Washington,True,Blend,Red,Bone-Dry,93,45,5
United States of America,California,True,Varietal,,Dry,83,35,1
Argentina,Mendoza Province,True,Sparkling,Rosé,Dry,85,15,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,89,15,10
France,Burgundy,True,Varietal,White,Bone-Dry,82,20,1
Italy,Veneto,False,Varietal,White,Sweet,90,41,1
Argentina,Mendoza Province,True,Varietal,,Bone-Dry,89,40,1
Austria,Kremstal,False,Varietal,White,Bone-Dry,89,19,2
Italy,Southern Italy,False,Varietal,,Bone-Dry,88,24,2
United States of America,California,True,Varietal,Red,Dry,94,58,2
Italy,Northeastern Italy,False,Varietal,White,Sweet,88,20,3
South Africa,Stellenbosch,False,Varietal,White,Sweet,91,29,2
Spain,Northern Spain,True,Varietal,,Dry,85,13,1
United States of America,California,True,Varietal,,Sweet,88,16,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,87,18,4
Spain,Central Spain,False,Varietal,Red,Bone-Dry,87,16,1
Spain,Northern Spain,True,Blend,Red,Bone-Dry,87,25,3
France,Rhône Valley,False,Blend,White,Dry,90,14,1
France,Champagne,False,Sparkling,Rosé,Dry,92,55,1
Austria,Wachau,False,Varietal,White,Bone-Dry,95,50,1
Italy,Southern Italy,False,Blend,White,Sweet,90,28,1
Italy,Northeastern Italy,False,Blend,White,Bone-Dry,90,62,2
Portugal,Tejo,False,Varietal,Red,Bone-Dry,86,11,1
Chile,Lontué Valley,False,Blend,White,Bone-Dry,87,8,1
Australia,Australia Other,False,Varietal,Red,Bone-Dry,89,19,1
Portugal,Tejo,False,Varietal,Red,Sweet,86,10,1
Argentina,Mendoza Province,True,Blend,Red,Bone-Dry,81,35,1
Argentina,Other,False,Blend,Red,Sweet,87,45,1
Argentina,Other,False,Blend,White,Sweet,82,10,1
France,Rhône Valley,False,Varietal,White,Bone-Dry,94,100,1
France,Bordeaux,True,Blend,Red,Bone-Dry,87,12,17
Chile,Aconcagua Costa,False,Varietal,White,Bone-Dry,86,13,3
Portugal,Douro,False,Varietal,Red,Bone-Dry,95,75,2
France,Alsace,False,Varietal,White,Dry,87,28,1
France,Loire Valley,False,Varietal,White,Dry,88,21,2
United States of America,New York,True,Varietal,White,Dry,89,23,1
Italy,Veneto,False,Blend,Red,Dry,87,40,6
Austria,Niederösterreich,False,Varietal,White,Dry,89,10,2
France,Rhône Valley,False,Blend,White,Bone-Dry,94,66,1
United States of America,California,True,Varietal,Rosé,Dry,90,35,4
Germany,Rheingau,False,Varietal,White,Dry,92,92,1
United States of America,California,True,Blend,Red,Sweet,92,30,3
Chile,Colchagua Valley,False,Varietal,Red,Bone-Dry,89,39,1
Italy,Lombardy,False,Varietal,Red,Bone-Dry,93,50,1
France,Bordeaux,True,Blend,Red,Bone-Dry,88,34,2
United States of America,Missouri,False,Varietal,,Bone-Dry,82,15,1
United States of America,California,True,Varietal,Red,Bone-Dry,95,250,1
Chile,Aconcagua Valley,False,Varietal,Red,Sweet,93,125,1
Italy,Northeastern Italy,False,Varietal,White,Dry,87,35,1
Italy,Tuscany,True,Blend,Red,Bone-Dry,93,60,5
United States of America,Washington,True,Varietal,White,Bone-Dry,92,60,1
Spain,Northern Spain,True,Varietal,,Bone-Dry,93,450,1
Australia,South Australia,False,Varietal,Red,Bone-Dry,85,30,1
Spain,Catalonia,False,Blend,Red,Bone-Dry,90,17,3
United States of America,California,True,Blend,Red,Sweet,87,45,3
Austria,Burgenland,False,Varietal,White,Sweet,90,44,1
United States of America,New York,True,Varietal,White,Sweet,89,16,2
France,Loire Valley,False,Varietal,White,Dry,88,23,7
Italy,Central Italy,False,Blend,White,Bone-Dry,90,22,1
Portugal,Tejo,False,Blend,White,Very Sweet,84,12,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,93,70,16
Canada,Ontario,False,Blend,White,Bone-Dry,92,55,1
Italy,Piedmont,True,Varietal,Red,Sweet,86,15,1
Portugal,Península de Setúbal,False,Varietal,Red,Bone-Dry,86,7,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,90,34,11
United States of America,California,True,Varietal,White,Bone-Dry,88,18,57
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,90,46,1
Italy,Piedmont,True,Varietal,White,Bone-Dry,86,14,1
Italy,Tuscany,True,Blend,Red,Bone-Dry,92,18,1
Argentina,Other,False,Blend,Red,Bone-Dry,92,75,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,94,115,1
United States of America,California,True,Varietal,Red,Dry,85,59,1
Spain,Levante,False,Varietal,,Sweet,88,16,1
United States of America,California,True,Varietal,Red,Bone-Dry,91,18,13
Spain,Northern Spain,True,Blend,White,Bone-Dry,89,16,3
United States of America,California,True,Varietal,Red,Bone-Dry,91,26,9
Italy,Southern Italy,False,Varietal,Red,Bone-Dry,90,54,1
Greece,Peloponnese,False,Varietal,Red,Bone-Dry,88,12,1
Chile,Colchagua Valley,False,Varietal,Red,Bone-Dry,87,18,4
Italy,Central Italy,False,Varietal,White,Dry,86,18,2
Italy,Tuscany,True,Varietal,Red,Bone-Dry,85,149,1
France,Languedoc-Roussillon,False,Blend,Red,Bone-Dry,88,13,1
Italy,Veneto,False,Varietal,Red,Bone-Dry,88,25,7
Australia,South Australia,False,Varietal,Red,Sweet,95,500,1
Spain,Andalucia,False,Blend,Red,Bone-Dry,90,33,1
Austria,Kremstal,False,Varietal,White,Bone-Dry,92,60,1
Italy,Sicily & Sardinia,False,Varietal,White,Sweet,93,66,1
France,Bordeaux,True,Blend,Red,Dry,84,10,3
France,Southwest France,False,Varietal,Red,Bone-Dry,92,49,2
Italy,Central Italy,False,Varietal,Red,Bone-Dry,89,17,2
United States of America,Oregon,True,Varietal,Red,Bone-Dry,93,50,14
Germany,Rheingau,False,Varietal,White,Bone-Dry,92,54,1
Argentina,Other,False,Varietal,White,Bone-Dry,86,11,1
Portugal,Tejo,False,Varietal,,Dry,88,14,1
Portugal,Tejo,False,Varietal,,Dry,90,13,1
France,Bordeaux,True,Blend,Red,Bone-Dry,85,27,1
Austria,Burgenland,False,Varietal,White,Dry,87,17,1
Germany,Mosel,False,Varietal,,Bone-Dry,93,40,2
United States of America,Washington,True,Blend,Red,Bone-Dry,88,29,6
Italy,Central Italy,False,Varietal,White,Bone-Dry,89,21,1
Argentina,Mendoza Province,True,Varietal,Red,Sweet,86,25,1
New Zealand,Marlborough,False,Varietal,White,Sweet,85,13,1
United States of America,California,True,Varietal,Rosé,Dry,88,21,1
United States of America,Oregon,True,Blend,White,Bone-Dry,88,22,1
Australia,Tasmania,False,Varietal,White,Bone-Dry,91,40,2
United States of America,California,True,Blend,Red,Sweet,92,63,1
United States of America,California,True,Varietal,Red,Bone-Dry,92,97,1
United States of America,California,True,Varietal,Red,Bone-Dry,93,29,8
Spain,Galicia,False,Varietal,White,Bone-Dry,87,16,3
United States of America,California,True,Blend,Red,Bone-Dry,89,80,1
Chile,Peumo,False,Blend,Red,Sweet,88,40,1
Australia,Victoria,False,Varietal,White,Bone-Dry,90,85,1
France,Alsace,False,Sparkling,White,Bone-Dry,91,29,1
Italy,Tuscany,True,Blend,Red,Bone-Dry,95,140,2
France,Alsace,False,Varietal,Rosé,Dry,88,20,1
United States of America,Idaho,False,Varietal,White,Dry,88,8,1
France,Bordeaux,True,Blend,White,Bone-Dry,89,30,2
Italy,Tuscany,True,Varietal,Red,Bone-Dry,100,460,1
Australia,New South Wales,False,Varietal,Red,Bone-Dry,87,65,2
France,Bordeaux,True,Blend,Red,Bone-Dry,86,25,11
France,Languedoc-Roussillon,False,Varietal,Rosé,Bone-Dry,88,16,3
Italy,Southern Italy,False,Blend,,Sweet,85,17,1
France,Loire Valley,False,Varietal,,Sweet,84,8,1
Italy,Tuscany,True,Blend,Red,Bone-Dry,88,60,4
Portugal,Bairrada,False,Varietal,Red,Bone-Dry,90,58,1
Austria,Burgenland,False,Blend,White,Bone-Dry,90,19,1
United States of America,New York,True,Varietal,Red,Bone-Dry,91,41,1
Italy,Piedmont,True,Blend,Red,Bone-Dry,88,47,1
France,Rhône Valley,False,Varietal,Rosé,Bone-Dry,83,15,2
France,Southwest France,False,Blend,White,Bone-Dry,85,9,2
Chile,Casablanca Valley,False,Varietal,White,Bone-Dry,91,33,1
France,Southwest France,False,Varietal,,Sweet,93,39,1
United States of America,California,True,Blend,White,Bone-Dry,87,20,7
United States of America,California,True,Sparkling,Rosé,Off-Dry,87,36,1
France,France Other,False,Varietal,Rosé,Bone-Dry,84,8,2
United States of America,California,True,Varietal,Red,Bone-Dry,84,20,29
Italy,Piedmont,True,Varietal,Red,Bone-Dry,94,96,3
Chile,Maule Valley,False,Varietal,Red,Dry,80,10,1
United States of America,California,True,Varietal,Red,Dry,91,58,3
United States of America,California,True,Varietal,,Sweet,83,27,1
New Zealand,Awatere Valley,False,Varietal,Red,Bone-Dry,89,21,1
France,Burgundy,True,Varietal,Red,Dry,89,48,1
Italy,Tuscany,True,Blend,Red,Bone-Dry,94,325,2
Italy,Sicily & Sardinia,False,Blend,Red,Bone-Dry,88,30,2
New Zealand,Marlborough,False,Varietal,White,Dry,92,20,1
United States of America,Washington,True,Blend,Red,Bone-Dry,92,74,1
Austria,Weinviertel,False,Varietal,White,Dry,93,19,1
Italy,Veneto,False,Varietal,White,Dry,85,16,4
United States of America,California,True,Varietal,Red,Sweet,94,90,3
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,87,46,2
Portugal,Tejo,False,Varietal,White,Bone-Dry,84,7,1
France,Rhône Valley,False,Varietal,White,Bone-Dry,92,19,2
Germany,Mosel,False,Varietal,White,Off-Dry,93,33,1
Italy,Veneto,False,Varietal,,Bone-Dry,87,11,2
Portugal,Tejo,False,Varietal,Red,Bone-Dry,84,11,1
Spain,Catalonia,False,Blend,Red,Bone-Dry,85,27,1
Chile,Rapel Valley,False,Varietal,Red,Bone-Dry,84,10,1
Portugal,Alentejano,False,Varietal,White,Very Sweet,87,42,1
Italy,Sicily & Sardinia,False,Varietal,White,Bone-Dry,89,16,3
United States of America,New York,True,Varietal,White,Bone-Dry,89,19,2
Chile,Colchagua Valley,False,Blend,Red,Sweet,90,15,1
Chile,Maule Valley,False,Varietal,Red,Sweet,84,7,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,90,49,4
United States of America,California,True,Varietal,Red,Dry,89,40,11
United States of America,New York,True,Blend,White,Dry,89,18,1
Austria,Burgenland,False,Varietal,Red,Bone-Dry,88,13,2
United States of America,Washington,True,Varietal,,Bone-Dry,91,29,1
United States of America,California,True,Varietal,Rosé,Bone-Dry,85,14,1
United States of America,New York,True,Blend,Rosé,Bone-Dry,89,18,1
Italy,Veneto,False,Varietal,White,Dry,89,30,3
United States of America,Oregon,True,Varietal,White,Sweet,83,10,2
Germany,Pfalz,False,Varietal,White,Off-Dry,85,12,1
France,Alsace,False,Varietal,White,Sweet,91,45,1
United States of America,Washington,True,Varietal,Red,Sweet,90,20,2
France,Bordeaux,True,Blend,White,Bone-Dry,81,12,1
France,Languedoc-Roussillon,False,Varietal,Rosé,Bone-Dry,86,12,3
France,Rhône Valley,False,Blend,Red,Bone-Dry,90,16,6
France,Rhône Valley,False,Blend,Red,Bone-Dry,87,10,1
